customer_id,date_registered,username,name,Initial,gender,address,State,Zip code,email,Masked email,birthdate,current_location,residence,employer,job,age,Binned Age,salary,Binned salary,credit_card_provider,,,,,,,,,,,
0a657d74-2476-4381-a98a-bffa72149a43,2021-08-21,hamiltondebbie,Jacob Hansen,J.H.,M,"1395 Heather Rue Apt. 247
Jessicaside, WI 20853",WI,20853,william11@hotmail.com,*********@hotmail.com,1909-03-27,"['78.4831185', '-0.820174']","Unit 9475 Box 9310
DPO AE 37277",Cummings-Clayton,Claims inspector/assessor,46,41+,"$67,773",Medium Income,Mastercard,,Name of Category for Males,Number of Males in Category ,Name of Category for Females,Number of Females in Category,,,Total of Males             ,5049,,
d1aa82a1-617d-48cf-b2e9-c89174d537b8,2021-08-22,natalie76,Christine Santana,C.S.,F,"41981 Gonzalez Common Suite 653
North Sarahmouth, HI 85146",HI,85146,mary36@gmail.com,******@gmail.com,1960-01-11,"['18.9796615', '34.978919']","15814 Meghan Estate
East Kevin, KS 43526",Jordan-Webb,Comptroller,36,26-40,"$139,812",Medium Income,Discover,,Males In tech,543,Females In tech,459,,,Total count of Female ,4951,,
56c75862-4729-4cb6-8b58-a96ac2c811e0,2019-07-18,riveraholly,James Ortiz,J.O.,M,"4809 Joan Walks Suite 589
West Kellyshire, NE 49433",NE,49433,vsullivan@gmail.com,*********@gmail.com,1996-10-15,"['67.454802', '-89.664743']","4168 Melissa Estate
North Adriennefurt, NJ 13464","Porter, Espinoza and Osborne",Building control surveyor,61,41+,"$75,155",Medium Income,Diners Club / Carte Blanche,,Males in Management,511,Females IN Management,478,,,Male Percentage      ,50.49,,
ed0f8007-ec29-481b-bca7-bbd7736624d0,2020-07-01,stephanie15,Andrew Sexton,A.S.,M,"364 Lopez Bridge Apt. 713
Nealfurt, WY 27047",WY,27047,johnsonmichelle@yahoo.com,***************@yahoo.com,1999-07-16,"['-37.5069785', '-113.107777']","93291 Davis Via
Perryland, KS 55168","Mcdonald, Lucero and Lewis",Operations geologist,30,26-40,"$91,941",Medium Income,VISA 19 digit,,Males in Education,271,Females in Education,277,,,Female Percentage,49.51,,
27bc967a-42c5-4576-9356-f9713ee98765,2022-05-09,timothycastillo,Peter Gonzales,P.G.,M,"PSC 9501, Box 9581
APO AP 56378",AP,56378,schroederlaura@gmail.com,**************@gmail.com,1928-06-08,"['-81.814827', '-171.417053']","499 Brooke Estates Suite 228
North Bill, AZ 02407",Fitzpatrick and Sons,Passenger transport manager,60,41+,"$123,491",Medium Income,American Express,,Males in Health care,207,Females in Health Care,209,,,,,,
a13e6d8a-1b1a-4803-af7e-f646d486773e,2022-06-21,williamdavis,Kristine Anderson,K.A.,F,"063 Tiffany Run
West Brettstad, NE 37765",NE,37765,zmitchell@gmail.com,*********@gmail.com,1929-07-18,"['-24.925930', '-142.885150']","5597 April Center Suite 408
Marshalltown, FL 15327","Clark, Giles and Bennett",Commissioning editor,27,26-40,"$109,639",Medium Income,JCB 15 digit,,Maes in Finance,164,Females in Finance,168,,,,,,
40eba54a-a028-4397-8729-b53df9c2b114,2019-08-24,howelljerry,Kristina Garcia,K.G.,F,"08073 Matthews Ways
Alexanderland, OK 66468",OK,66468,lynntyler@hotmail.com,*********@hotmail.com,1993-07-16,"['73.632736', '107.711584']","61415 Frost Station
South Rachaelbury, IA 63371","Brown, Goodman and Thompson",Company secretary,50,41+,"$54,934",Medium Income,JCB 16 digit,,,,,,,,Categories of Age,Total count for each Age Category,,
0d206e0c-2641-4a08-be21-ed5e5d1c384a,2021-08-18,acarlson,Jennifer Salas,J.S.,F,"0070 Pitts Hill
Pricehaven, WV 70968",WV,70968,connie64@gmail.com,********@gmail.com,2014-01-10,"['53.859108', '-4.357020']","5267 Patricia Oval
Port John, OK 53838",Thompson Group,Pensions consultant,49,41+,"$20,153",Low Income,VISA 19 digit,,,,,job,Sum of salary,,18-25 ,1654,,
956039c6-6276-4034-9074-7b2d4a3d204d,2020-04-25,ffrazier,Charles Watts,C.W.,M,"195 Smith Coves
South Nicole, MN 34742",MN,34742,bryanestrada@yahoo.com,************@yahoo.com,1950-07-21,"['13.4592535', '-2.480665']","6158 Paige Inlet
South Rachelbury, MA 67450",Curry Inc,English as a foreign language teacher,37,26-40,"$230,013",High Income,Discover,,gender,Binned Age,Sum of salary,Scientific laboratory technician,"$3,660,048",,26-40,3090,,
6b6207fd-7226-49ae-a1c7-2bd1118383ee,2019-10-14,donald54,Brian Jones,B.J.,M,"USS Miller
FPO AE 91366",AE,91366,reyespatricia@hotmail.com,*************@hotmail.com,2014-04-14,"['-5.6704225', '39.974192']","6086 Tracy Dam Apt. 268
Mariashire, IL 84740","Stevens, Torres and Baldwin","Surveyor, mining",41,41+,"$150,303",High Income,JCB 16 digit,,F,18-25,"$112,231,086",Public affairs consultant,"$3,777,070",,41+,5256,,
4f18395b-b0e4-440b-82dd-2c356a9fbf58,2020-09-17,boconnell,Anthony Nguyen,A.N.,M,"8751 Sherry Viaduct
Ortizton, PA 45239",PA,45239,jonescharles@gmail.com,************@gmail.com,1962-03-19,"['58.4856465', '159.210674']","4864 Townsend Junction
Davidside, MI 93832",Carroll-Johnson,Regulatory affairs officer,52,41+,"$112,168",Medium Income,VISA 13 digit,,,26-40,"$197,100,990","Programmer, applications","$3,940,851",,,,,
52980958-5053-4faa-9e9f-562734bf7cfc,2020-02-23,keyjohn,Sara King,S.K.,F,"9679 Villegas Roads Apt. 933
Alejandroshire, ID 03863",ID,03863,garycarlson@hotmail.com,***********@hotmail.com,1988-09-06,"['-16.335065', '122.866650']","27682 William Centers Suite 676
Robbinsfurt, WA 66214",Johnson Ltd,Sales promotion account executive,39,26-40,"$24,158",Low Income,VISA 13 digit,,,41+,"$349,799,623",Paramedic,"$3,605,109",,,,,
eb129918-b2b7-4113-9887-199f402476a6,2022-01-25,john73,Daniel Garcia,D.G.,M,"6308 Ramos Cliff
Lake Steven, OR 68367",OR,68367,wayne11@yahoo.com,*******@yahoo.com,1948-10-03,"['-33.3945515', '39.872755']","02119 Liu Village Apt. 541
Nealtown, NY 56313",Mills and Sons,"Programme researcher, broadcasting/film/video",21,18-25,"$41,914",Low Income,Discover,,F Total,,"$659,131,699",Meteorologist,"$4,028,138",,Arithmatic Values of Salary,Average Values of Salary,Column1,Column2
7fd45b4b-7498-455c-9a92-778dcfe26964,2019-11-15,francislinda,Tyrone Mcgee,T.M.,M,"82429 Smith Villages
West Katherine, CO 70258",CO,70258,kelligutierrez@gmail.com,**************@gmail.com,1992-12-08,"['10.720397', '67.590393']","3815 Graves Light Apt. 144
Zacharyhaven, WI 15120",Salazar Ltd,Barista,36,26-40,"$120,150",Medium Income,VISA 16 digit,,M,18-25,"$107,026,080",Materials engineer,"$3,834,691",,Min salary,"$20,014",,
24df512e-4d26-4ea5-9cd3-784c3b8e8b94,2022-06-01,antonio48,Sara Smith,S.S.,F,"31129 Sarah Grove
Janefort, PA 46538",PA,46538,elizabeth41@hotmail.com,***********@hotmail.com,1978-08-15,"['-15.410874', '-154.585253']","517 Simon Ferry Apt. 834
Campbellhaven, ME 93955","Harris, Carter and Turner",Personnel officer,52,41+,"$101,601",Medium Income,Maestro,,,26-40,"$216,389,372",Futures trader,"$3,509,899",,Average Salary,"$133,658",,
b4361de5-a620-4e4a-be8e-e3a6bf7a2bc8,2021-11-18,lsmith,Joseph Wilson,J.W.,M,"35533 Kimberly Lake
North Stephenshire, TX 75021",TX,75021,tdunlap@gmail.com,*******@gmail.com,1956-07-23,"['26.2968495', '-47.562637']","8300 Moore Crest Suite 521
Robinsonfort, OK 33610",Johnson-Lambert,Sales promotion account executive,18,18-25,"$111,861",Medium Income,VISA 16 digit,,,41+,"$354,030,877",Fisheries officer,"$4,256,800",,Max Salary,"$244,926",,
3d1570c0-1ed3-4a5c-9fa5-1f3cc42f47c5,2021-02-16,christina45,Jessica Sanchez,J.S.,F,"42574 Barrera Groves Suite 458
Gordonmouth, WI 61471",WI,61471,lawrencejennifer@hotmail.com,****************@hotmail.com,1973-05-19,"['-59.1622195', '67.879394']","945 Amy Square Suite 464
East Laurahaven, NH 25093",Tucker-Garcia,"Lighting technician, broadcasting/film/video",42,41+,"$102,087",Medium Income,Diners Club / Carte Blanche,,M Total,,"$677,446,329",Exhibition designer,"$3,744,641",,,,,
95e82636-6b77-4bcf-be39-41eabe0cf3a0,2020-07-27,kerrjacob,Jose Hernandez,J.H.,M,"7174 Lee Port
West Jennifermouth, MN 12922",MN,12922,robbinsmichael@gmail.com,**************@gmail.com,1992-10-18,"['-52.127987', '-131.156368']","912 Ashley Extension Suite 904
Port Wandachester, HI 96685","Vargas, Stein and Acosta",Tax inspector,20,18-25,"$68,162",Medium Income,Discover,,Grand Total,,"$1,336,578,028",Camera operator,"$3,713,176",,Binning Salary,Number of Binning Salary,,
b350d27b-06d9-4c93-88a6-e596d32d8538,2020-08-07,margarettaylor,Chase Gonzalez,C.G.,M,"71305 Pamela Forges Apt. 796
West Patrick, DE 53132",DE,53132,lisabrewer@gmail.com,**********@gmail.com,1934-09-10,"['-32.770851', '133.658289']","3771 Smith Estate Apt. 951
Diazside, VT 35214","Baker, Nichols and Cardenas","Accountant, chartered management",63,41+,"$42,447",Low Income,Diners Club / Carte Blanche,,,,,Grand Total,"$38,070,423",,Low Income,1267,,
e139b16e-1428-4cf6-b934-20f9c0a1417f,2021-07-21,friedmanchristian,Benjamin Bartlett,B.B.,M,"517 Rachel Manors
Jessicamouth, DE 10216",DE,10216,ahill@hotmail.com,*****@hotmail.com,1931-01-11,"['27.6796135', '-40.988177']","USS Kelly
FPO AA 36126",Jones-Moody,Solicitor,28,26-40,"$175,235",High Income,Diners Club / Carte Blanche,,,,,,,,Meduim Income,4493,,
b3a195bf-69d3-4c4f-903f-a0fe8dcf7bae,2020-06-13,sandersmatthew,Jacqueline Hickman,J.H.,F,"39600 Johnson Keys Suite 257
West Taylorstad, NC 39428",NC,39428,williamsmichael@yahoo.com,***************@yahoo.com,1996-06-13,"['86.3435845', '0.177795']","3085 Taylor Pass Apt. 548
Nicholasland, UT 06656",Dominguez Ltd,"Teacher, early years/pre",46,41+,"$167,463",High Income,Discover,,,,,,,,High Income,4240,,
f07f2a55-2f8e-47ce-9488-382d09a2f291,2021-10-23,andersonjasmine,Philip Collins,P.C.,M,"139 Richard Extension
Lindamouth, NJ 04026",NJ,04026,mary19@yahoo.com,******@yahoo.com,1982-06-07,"['58.3900285', '102.675952']","4033 Joseph Manor Suite 881
South Holly, RI 27676",Lutz Group,Physiotherapist,28,26-40,"$171,890",High Income,JCB 15 digit,,State,Count of job,,,,,,,,
c01bcc21-2dbf-4621-893d-587d90801d04,2021-06-01,patricia28,Miranda Flores,M.F.,F,"43224 Derrick Mill
Port Michaelfort, MI 16472",MI,16472,randygordon@hotmail.com,***********@hotmail.com,1973-03-26,"['-5.069202', '94.989850']","24450 Sean Grove Apt. 051
Robinsonland, WA 26625","Jacobs, Manning and Welch",Magazine journalist,32,26-40,"$45,781",Low Income,JCB 16 digit,,WI,198,,,,,Total number of the card ,Most common cards name,,
886a9f0b-a36d-475d-877f-b63420422209,2021-09-24,brittany56,Randy Ray,R.R.,M,"Unit 5594 Box 0559
DPO AA 08035",AA,08035,dennisjulia@yahoo.com,***********@yahoo.com,1953-12-30,"['-32.922122', '-127.591151']","1311 Rodriguez Parks
New Bradleyfurt, VA 04434","Chapman, Rose and Walker",Statistician,26,26-40,"$124,826",Medium Income,Diners Club / Carte Blanche,,PA,195,,,,,817,MasterCard,,
9fdd5669-1dbd-416d-8f83-220c0c99d324,2020-07-31,carolynflowers,David Wells,D.W.,M,"749 Tiffany Knoll Suite 526
Edwardville, VA 91015",VA,91015,grace66@gmail.com,*******@gmail.com,1942-04-27,"['-30.612865', '125.011521']","66084 Dickerson Loop Suite 491
Jeffreyview, MN 40856",Daniel-Rodriguez,Local government officer,18,18-25,"$41,535",Low Income,Maestro,,MS,195,,,,,3350,Visa card,,
2e647937-35eb-44b8-b80e-fa9460a3efa6,2022-02-18,brendansimon,Sabrina Jenkins,S.J.,F,"155 Little Ferry Apt. 835
North Maliktown, NE 93763",NE,93763,davidcunningham@yahoo.com,***************@yahoo.com,2004-07-17,"['-22.748445', '-43.972861']","9443 Gonzalez Summit
East Cassandra, MD 59187",Phelps LLC,"Engineer, water",62,41+,"$188,952",High Income,Mastercard,,MI,196,,,,,841,American card,,
48b80363-4ee9-460a-8427-8dba02eb975d,2020-09-18,danielellen,Krystal Moody,K.M.,F,"196 Woodard Greens Suite 007
Calhounville, KS 91145",KS,91145,william98@yahoo.com,*********@yahoo.com,1960-12-25,"['-40.063794', '-34.027521']","66637 Albert Islands
South James, IN 06884","Rodriguez, Fischer and Fernandez",Paramedic,22,18-25,"$242,726",High Income,JCB 16 digit,,MA,203,,,,,,,,
80d7979f-7467-4d3a-80ef-be00c0eb7676,2021-05-07,hollandjames,Andrew Cruz,A.C.,M,"2012 Thomas Skyway
North Kaylaport, LA 57137",LA,57137,foliver@hotmail.com,*******@hotmail.com,1952-04-18,"['41.1486955', '-83.219928']","768 Webb Cliff Suite 272
Maloneton, GA 30997","Bailey, Stevenson and Johnson",Financial trader,41,41+,"$31,750",Low Income,VISA 16 digit,,LA,206,,,,,,,,
d7e0faef-f1c9-4447-b2df-6de6d7cf4260,2022-02-18,toddnewman,Tina Melton,T.M.,F,"60303 Anthony Springs
South Hannahborough, WI 06855",WI,06855,dwatson@hotmail.com,*******@hotmail.com,1984-11-11,"['-33.812731', '-156.372654']","105 Gabriella Keys Apt. 942
Fergusonton, ME 46239",Villegas Ltd,Science writer,46,41+,"$21,438",Low Income,VISA 16 digit,,FL,195,,,,,,,,
e7f31b0c-d95b-443a-9b05-d713e9ef8ebb,2019-10-17,jon35,Michael Mcknight,M.M.,M,"983 Jensen Extensions Apt. 699
Haleyland, MN 94218",MN,94218,perezmatthew@gmail.com,************@gmail.com,1997-04-29,"['-9.782320', '-176.639822']","7077 Wilson Vista
Jameshaven, OR 25055","Dawson, Davis and King","Engineer, technical sales",41,41+,"$25,365",Low Income,Mastercard,,DE,203,,,,,,,,
70c91ca4-3d9e-4b77-885b-3e77015dd6a0,2021-09-30,vblake,Michael Kennedy,M.K.,M,"Unit 2793 Box 8710
DPO AP 25052",AP,25052,fbrown@gmail.com,******@gmail.com,1972-03-25,"['-39.090906', '125.976372']","4877 Armstrong Greens
West Monicaton, NE 22237",Carter-Gray,"Geneticist, molecular",64,41+,"$106,094",Medium Income,JCB 16 digit,,AP,337,,,,,,,,
25408b35-2c55-4bfb-8e16-af8aef8dab5c,2020-09-30,hcarr,Michael Maddox,M.M.,M,"016 Fisher Springs Suite 968
Lake Carla, WY 09390",WY,09390,xavierwilson@gmail.com,************@gmail.com,1985-03-14,"['-15.754478', '167.887510']","79922 Dunlap Mission
Kylemouth, OR 55780",King Group,"Engineer, communications",61,41+,"$132,230",Medium Income,American Express,,AE,361,,,,,,,,
c8be4290-28e5-4373-a0ae-cdc2e413d39e,2020-03-20,michael50,Kimberly Schwartz,K.S.,F,"749 Pamela Mount Apt. 290
Colleenfort, MT 15404",MT,15404,timothypatterson@gmail.com,****************@gmail.com,1929-07-30,"['-83.794104', '130.081608']","244 Becker Row
Johnchester, MA 64301","Hill, West and Watson",Materials engineer,45,41+,"$199,065",High Income,VISA 16 digit,,AA,352,,,,,,,,
78d6a419-59dc-42ce-82b4-6890f9495770,2022-04-01,jacobhill,Ricardo Williams,R.W.,M,"4107 Cole Flat Suite 354
Masonhaven, NE 01523",NE,01523,mckaygary@yahoo.com,*********@yahoo.com,1927-11-20,"['-70.229004', '-164.198640']","660 Brian Lodge
Floydberg, OR 31248",Hicks-Hendricks,Games developer,20,18-25,"$56,191",Medium Income,Mastercard,,Grand Total,2641,,,,,,,,
9a31c3cc-9e4f-4302-9353-7d8a930d6070,2021-01-20,jimenezdaniel,Jo Jones,J.J.,F,"2135 Benjamin Ridges Apt. 688
Lake Brittanymouth, AK 90172",AK,90172,craig59@gmail.com,*******@gmail.com,2016-10-31,"['16.390552', '-79.119555']","828 Cooke Underpass Apt. 240
Youngshire, VT 82963",Gibson PLC,Exhibition designer,36,26-40,"$84,035",Medium Income,VISA 16 digit,,,,,,,,,,,
e8aac636-0de0-4242-9d34-ec3ebba4eb3c,2022-03-31,lori03,Perry Stein,P.S.,M,"7735 Johnson Hill
North Jason, MD 93481",MD,93481,casey05@hotmail.com,*******@hotmail.com,1983-10-15,"['-43.4544705', '-168.046879']","97157 Cohen Lodge Apt. 386
Jeffland, WV 82979","Mason, Nixon and Meyer",Clinical embryologist,63,41+,"$64,632",Medium Income,JCB 15 digit,,,,,,,,,,,
d789cb77-4592-452b-86d6-eaf1711c9495,2019-07-29,sandra42,Antonio Andrews,A.A.,M,"5523 Dustin Radial
Lake Erik, MI 10685",MI,10685,margaret78@gmail.com,**********@gmail.com,1943-11-10,"['-57.979225', '77.674956']","236 Stephen Haven Apt. 939
North Ashleyborough, OH 94924",Harris-Jackson,"Engineer, chemical",57,41+,"$157,449",High Income,JCB 16 digit,,,,,,,,,,,
61ef0b1c-1f41-4333-b772-92f7a79b2dc0,2021-09-03,coxcorey,Arthur Weiss,A.W.,M,"8431 Hill Junction
South Kevin, TN 30985",TN,30985,vaughnkristen@gmail.com,*************@gmail.com,1973-05-21,"['0.012332', '-136.063149']","7626 Dustin Circles
Johnsonside, ME 14204",Rojas-Christian,"Engineer, civil (contracting)",54,41+,"$25,197",Low Income,VISA 19 digit,,,,,,,,,,,
c22cb613-4b52-4b21-9f0f-be78bf7a2034,2022-01-31,erikdavis,Robert Olson,R.O.,M,"19542 Lisa Isle
West Joseph, AR 46658",AR,46658,susan36@yahoo.com,*******@yahoo.com,1941-08-20,"['21.3245575', '146.217745']","181 Solomon Port Suite 334
Michaelport, WY 24038",Gonzalez and Sons,Insurance account manager,46,41+,"$40,826",Low Income,Diners Club / Carte Blanche,,,,,,,,,,,
039d6115-45e5-494c-aef3-e06890707dda,2020-04-11,guerrajessica,Wendy Castro,W.C.,F,"8937 Hunter Forges
South Josephburgh, MO 70345",MO,70345,kimberly33@yahoo.com,**********@yahoo.com,1996-07-29,"['-64.6830555', '-1.347634']","037 Shah Flat Apt. 358
Johnsontown, TN 58206",Clay PLC,"Designer, jewellery",46,41+,"$29,330",Low Income,American Express,,,,,,,,,,,
f7a848be-2e7a-4568-bfcd-240124936a38,2021-03-02,melissa58,Krista Gonzales,K.G.,F,"2308 Forbes Orchard Apt. 976
Reedchester, DE 95011",DE,95011,rebekah26@hotmail.com,*********@hotmail.com,2018-11-11,"['-9.611906', '-87.018332']","27070 Shelby Avenue Apt. 005
Lake Richardshire, ND 06916",Walters-Knight,"Designer, textile",44,41+,"$53,155",Medium Income,VISA 16 digit,,,,,,,,,,,
6e7a1bb9-942a-4b1c-8d59-e4041b515b11,2020-05-19,herringpeter,Erin Roth,E.R.,F,"3188 James Corners
Kimland, WV 54231",WV,54231,blanchardpamela@yahoo.com,***************@yahoo.com,2011-01-30,"['68.9962265', '146.063378']","USS Brown
FPO AE 32473",Mayer-Hurley,Personal assistant,42,41+,"$118,939",Medium Income,American Express,,,,,,,,,,,
3b4022d7-61ea-45b8-8c2c-dec905e79b09,2019-12-13,stacey25,Melissa Rush,M.R.,F,"USNS Everett
FPO AE 56610",AE,56610,shawn03@yahoo.com,*******@yahoo.com,1995-10-23,"['-17.9057775', '-73.744665']","258 Sarah Parkways Apt. 944
East Prestonmouth, CO 43681",House-Dean,Drilling engineer,44,41+,"$228,029",High Income,JCB 15 digit,,,,,,,,,,,
a83c87e2-dac4-445f-95a6-34f24a0540ad,2021-06-29,carteradam,April Stokes,A.S.,F,"77750 Hayes Parks Apt. 724
Wilsonburgh, TX 85010",TX,85010,johnhopkins@hotmail.com,***********@hotmail.com,2021-03-06,"['-70.222590', '40.146724']","99399 Cindy Parks Apt. 182
Martinville, AK 61875",Thompson Group,Sports therapist,39,26-40,"$72,068",Medium Income,VISA 13 digit,,,,,,,,,,,
f39a1fa9-84e0-48d6-9fdd-06a2d424ba36,2021-07-28,blakeparrish,Daniel Martin,D.M.,M,"166 Williams Burgs
Anthonyton, WV 46312",WV,46312,dianamyers@gmail.com,**********@gmail.com,1930-10-06,"['43.6202275', '-52.261839']","4323 Ingram Cliff
North Jeremy, NC 24993",Nguyen-Johnson,Armed forces technical officer,51,41+,"$20,239",Low Income,American Express,,,,,,,,,,,
87086810-c313-41b4-9f88-c9e0f6d01c43,2019-12-19,jacquelinewilliamson,David Carter,D.C.,M,"5811 Richard Burg
Michellefort, WI 56876",WI,56876,baileyronald@yahoo.com,************@yahoo.com,1963-12-08,"['-14.5629535', '84.973345']","146 April Center
North Cassandramouth, MT 50505",Berry Inc,"Lecturer, higher education",37,26-40,"$82,471",Medium Income,Diners Club / Carte Blanche,,,,,,,,,,,
6634a9db-8a87-46f2-b0a9-afe686db9391,2019-09-05,mccarthyrobert,Emily Nguyen,E.N.,F,"15576 Luis Alley Suite 718
West Denise, HI 52128",HI,52128,floyddavid@hotmail.com,**********@hotmail.com,2018-06-03,"['-67.635773', '-94.353175']","9965 Rowe Lock Suite 428
Harperside, HI 13647",Arnold-Mcgee,Water quality scientist,41,41+,"$81,189",Medium Income,JCB 16 digit,,,,,,,,,,,
c5433037-9b0b-4419-9a3e-12f6fdb6346c,2021-05-15,xbradley,Jean Fox MD,J.F.,F,"1636 Roy Place Apt. 099
Lake Ryanberg, CA 69589",CA,69589,oscar40@hotmail.com,*******@hotmail.com,1967-02-18,"['-17.9559065', '97.037270']","Unit 2793 Box 3933
DPO AE 64899","Nguyen, Allen and Mclaughlin",Museum/gallery exhibitions officer,41,41+,"$163,820",High Income,Diners Club / Carte Blanche,,,,,,,,,,,
a6cd85c0-216f-400b-b7bf-feb768ffe88a,2020-09-10,hayleydean,Dawn Bowers,D.B.,F,"601 Christine Hill Apt. 240
South Marilyntown, AL 33916",AL,33916,jameshartman@yahoo.com,************@yahoo.com,1989-09-15,"['54.599791', '-36.179977']","1654 James Glen Apt. 093
South Melissatown, OR 44062","Jackson, Padilla and Santiago","Surveyor, planning and development",58,41+,"$183,376",High Income,Discover,,,,,,,,,,,
c0ba71d0-2d79-42be-9357-d9438c6cc1cf,2021-08-12,ybutler,Karen Weaver,K.W.,F,"2330 Katie Center Apt. 751
Jessicaland, ME 44533",ME,44533,brandon15@yahoo.com,*********@yahoo.com,1907-08-28,"['8.3017985', '106.848908']","744 Strickland Lake
East Joshua, KS 46681",Kim-Wilson,"Therapist, art",42,41+,"$186,243",High Income,VISA 13 digit,,,,,,,,,,,
67f5d88f-6986-4336-bc2f-d277af788c5b,2021-10-06,lauren64,David White,D.W.,M,"868 Melanie Plaza
Allisonshire, WY 69623",WY,69623,mccartyamanda@yahoo.com,*************@yahoo.com,1953-06-08,"['36.462719', '168.860852']","05392 Kimberly Mall Apt. 763
East Colleen, KS 38410","Mccarthy, Jackson and Shepherd",Claims inspector/assessor,60,41+,"$90,539",Medium Income,Mastercard,,,,,,,,,,,
